Name_lang,SourceText_lang,Description_lang,ID,MountTypeID,Flags,SourceTypeEnum,SourceSpellID,PlayerConditionID,MountFlyRideHeight,UiModelSceneID,MountSpecialRiderAnimKitID,MountSpecialSpellVisualKitID
Red Dragon Turtle,|cFFFFD200Vendor: |rTurtlemaster Odai|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rOld Whitenose|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r1|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Cherished for their heavy carrying capacity and steady gait, these stalwart beasts are the mount of choice for most native Pandaren.",496,230,0,2,127290,0,0,4,0,0
Great Green Dragon Turtle,|cFFFFD200Vendor: |rTurtlemaster Odai|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rOld Whitenose|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Packaged upgrades include; dual-lantern fog lights, emergency brew keg, and genuine Tanji leather seat.""  - Turtlemaster Odai",497,230,0,2,127293,0,0,4,0,0
Great Black Dragon Turtle,|cFFFFD200Vendor: |rTurtlemaster Odai|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rOld Whitenose|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Packaged upgrades include; dual-lantern fog lights, emergency brew keg, and genuine Tanji leather seat.""  - Turtlemaster Odai",498,230,0,2,127295,0,0,4,0,0
Great Blue Dragon Turtle,|cFFFFD200Vendor: |rTurtlemaster Odai|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rOld Whitenose|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Packaged upgrades include; dual-lantern fog lights, emergency brew keg, and genuine Tanji leather seat.""  - Turtlemaster Odai",499,230,0,2,127302,0,0,4,0,0
Great Brown Dragon Turtle,|cFFFFD200Vendor: |rTurtlemaster Odai|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rOld Whitenose|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Packaged upgrades include; dual-lantern fog lights, emergency brew keg, and genuine Tanji leather seat.""  - Turtlemaster Odai",500,230,0,2,127308,0,0,4,0,0
Great Purple Dragon Turtle,|cFFFFD200Vendor: |rTurtlemaster Odai|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rOld Whitenose|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""Packaged upgrades include; dual-lantern fog lights, emergency brew keg, and genuine Tanji leather seat.""  - Turtlemaster Odai",501,230,0,2,127310,0,0,4,0,0
Crimson Pandaren Phoenix,|cFFFFD200Vendor: |rKai Featherfall|n|cFFFFD200Location: |rVale of Eternal Blossoms|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\INV_MISC_PHOENIXEGG.BLP:0|t,The plumage of the Crimson Phoenix is said to represent prosperity and happiness.,503,248,128,2,129552,0,0,43,0,0
Thundering August Cloud Serpent,|cFFFFD200Vendor: |rSage Whiteheart (Alliance)|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Faction: |rThe August Celestials - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rSage Lotusbloom (Horde)|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Faction: |rThe August Celestials - Exalted|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"From their infancy, Thundering Cloud Serpents are drawn to storms. They have been known to chase lightning through the blackened, roiling clouds, and to bathe in the pouring rain.",504,248,128,2,129918,0,0,4,0,0
Green Shado-Pan Riding Tiger,|cFFFFD200Vendor: |rRushi the Fox|n|cFFFFD200Zone: |rTownlong Steppes|n|cFFFFD200Faction: |rShado-Pan - Exalted|n|cFFFFD200Cost: |r1500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""When waking a tiger, use a long stick. Better yet, tell your friend to wake the tiger instead."" --Pandaren Proverb",505,230,0,2,129932,0,0,4,0,0
Blue Shado-Pan Riding Tiger,|cFFFFD200Vendor: |rRushi the Fox|n|cFFFFD200Zone: |rTownlong Steppes|n|cFFFFD200Faction: |rShado-Pan - Exalted|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""When waking a tiger, use a long stick. Better yet, tell your friend to wake the tiger instead."" --Pandaren Proverb",506,230,0,2,129934,0,0,4,0,0
Red Shado-Pan Riding Tiger,|cFFFFD200Vendor: |rRushi the Fox|n|cFFFFD200Zone: |rTownlong Steppes|n|cFFFFD200Faction: |rShado-Pan - Exalted|n|cFFFFD200Cost: |r2500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"""When waking a tiger, use a long stick. Better yet, tell your friend to wake the tiger instead."" --Pandaren Proverb",507,230,0,2,129935,0,0,4,0,0
Brown Riding Goat,|cFFFFD200Vendor: |rGina Mudclaw|n|cFFFFD200Zone: |rValley of the Four Winds|n|cFFFFD200Faction: |rThe Tillers - Exalted|n|cFFFFD200Cost: |r500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,It takes unflagging patience and a gentle touch to train obstinate mountain goats for riding.,508,230,0,2,130086,0,0,44,0,0
Red Flying Cloud,|cFFFFD200Vendor: |rTan Shin Tiao|n|cFFFFD200Zone: |rVale of Eternal Blossoms|n|cFFFFD200Faction: |rThe Lorewalkers - Exalted|n|cFFFFD200Cost: |r600|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,An ancient Mogu artifact awarded to those who are deeply committed to the discovery and sharing of Pandaren lore.,509,247,1024,2,130092,0,0,4,0,0
White Riding Goat,|cFFFFD200Vendor: |rGina Mudclaw|n|cFFFFD200Zone: |rTimeless Isle|n|cFFFFD200Faction: |rThe Tillers - Exalted|n|cFFFFD200Cost: |r3250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rGina Mudclaw|n|cFFFFD200Zone: |rValley of the Four Winds|n|cFFFFD200Faction: |rThe Tillers - Exalted|n|cFFFFD200Cost: |r3250|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,It takes unflagging patience and a gentle touch to train obstinate mountain goats for riding.,510,230,0,2,130137,0,0,44,0,0
Black Riding Goat,|cFFFFD200Vendor: |rGina Mudclaw|n|cFFFFD200Zone: |rTimeless Isle|n|cFFFFD200Faction: |rThe Tillers - Exalted|n|cFFFFD200Cost: |r1500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rGina Mudclaw|n|cFFFFD200Zone: |rValley of the Four Winds|n|cFFFFD200Faction: |rThe Tillers - Exalted|n|cFFFFD200Cost: |r1500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,It takes unflagging patience and a gentle touch to train obstinate mountain goats for riding.,511,230,0,2,130138,0,0,44,0,0
Son of Galleon,|cFFFFD200Drop:|r Galleon|n|cFFFFD200Location:|r Valley of the Four Winds|n,"Trained from a young age, these massive kushan are taught to thunder into battle carrying a full saurok warband.",515,230,0,0,130965,0,0,4,0,0
Pandaren Kite,|cFFFFD200Achievement: |rPandaren Ambassador|n|cFFFFD200Category: |rPandaria,"This token of honor is a gift from the Lorewalkers of Pandaria. Flying manual seemingly not included, however.",516,248,1156,5,130985,0,0,4,0,0
Thundering Ruby Cloud Serpent,|cFFFFD200Drop: |rAlani|n|cFFFFD200Zone: |rVale of Eternal Blossoms,"From their infancy, Thundering Cloud Serpents are drawn to storms. They have been known to chase lightning through the blackened, roiling clouds, and to bathe in the pouring rain.",517,248,128,0,132036,0,0,4,0,0
Ashen Pandaren Phoenix,|cFFFFD200Vendor: |rWorld Vendors|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\INV_MISC_PHOENIXEGG.BLP:0|t,Both the name and color of this majestic phoenix are believed to symbolize rebirth.,518,248,128,2,132117,0,0,43,0,0
Emerald Pandaren Phoenix,|cFFFFD200Vendor: |rWorld Vendors|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\INV_MISC_PHOENIXEGG.BLP:0|t,The colors of this rare phoenix's plumage are said to bring great fortune.,519,248,128,2,132118,0,0,43,0,0
Violet Pandaren Phoenix,|cFFFFD200Vendor: |rWorld Vendors|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\INV_MISC_PHOENIXEGG.BLP:0|t,The Violet Phoenix's plumage is said to symbolize a union of opposing forces.,520,248,128,2,132119,0,0,43,0,0
Jade Pandaren Kite,|cFFFFD200Achievement: |rWe're Going to Need More Saddles|n|cFFFFD200Category: |rGeneral,"The residents of Pandaria salute your enthusiasm for wildlife preservation. They do have concerns about housing 150 animals per visit, though.",521,248,1152,5,133023,0,0,4,0,0
Sky Golem,|cFFFFD200Profession: |rEngineering,"A glorious feat of engineering, the sky golem takes traditional shredder technology to a whole new level (and altitude!).",522,248,2048,3,134359,0,0,45,0,0
Swift Windsteed,|cFFFFD200In-Game Shop|r,"One of Pandaria's most elusive creatures, said to bring good fortune to its rider.",523,248,128,9,134573,0,0,4,0,0
Grand Armored Gryphon,|cFFFFD200Vendor: |rAgent Malley|n|cFFFFD200Zone: |rKrasarang Wilds|n|cFFFFD200Faction: |rOperation: Shieldwall - Exalted|n|cFFFFD200Cost: |r2000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,This noble gryphon is as staunch a battle companion as any member of the Alliance could ask for.,526,248,132,2,135416,0,0,4,0,0
Grand Armored Wyvern,|cFFFFD200Vendor: |rTuskripper Grukna|n|cFFFFD200Zone: |rKrasarang Wilds|n|cFFFFD200Faction: |rDominance Offensive - Exalted|n|cFFFFD200Cost: |r2000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"This ferocious beast, renowned among wyvern handlers, was one of the first mounts chosen to take part in the Horde's Dominance Offensive.",527,248,132,2,135418,0,0,4,0,0
Grand Gryphon,|cFFFFD200Quest: |rThe Silence|n|cFFFFD200Zone: |rKun-Lai Summit,Gryphons' keen eyesight allows them to see over vast distances and warn their riders of any dangers that lie ahead.,528,248,132,1,136163,0,0,4,0,0
Grand Wyvern,|cFFFFD200Quest: |rBreath of Darkest Shadow|n|cFFFFD200Zone: |rKun-Lai Summit,"Wyverns hail from some of the most inhospitable regions of Kalimdor, making them masters of adapting to any environment.",529,248,132,1,136164,0,0,4,0,0
Armored Skyscreamer,|cFFFFD200Achievement: |rGlory of the Thundering Raider|n|cFFFFD200Category: |rDungeons & Raids,Only those heroic souls who surmount every challenge the mogu tyrants place before them can proudly fly the skies on a war-prepared skyscreamer.,530,248,128,5,136400,0,0,4,0,0
Spawn of Horridon,|cFFFFD200Drop: |rHorridon|n|cFFFFD200Zone: |rThrone of Thunder,"When you see a hurricane coming, you get out of the way. Horridon would fight the hurricane and win.",531,230,0,0,136471,0,0,4,0,0
Ghastly Charger,|cFFFFD200Vendor: |rLandro Longshot|n|cFFFFD200Location:|r Booty Bay|n,Not all of Medivh's victims are gone for good.,532,248,64,8,136505,0,0,4,0,0
Cobalt Primordial Direhorn,|cFFFFD200Drop:|r Oondasta|n|cFFFFD200Location:|r Isle of Giants,"""When ya fight alongside raptors, ya want a mount dey can't eat."" -Unknown dinomancer",533,230,0,0,138423,0,0,43,0,0
Amber Primordial Direhorn,"|cFFFFD200Drop: |rZandalari Warbringer|n|cFFFFD200Zone: |rDread Wastes, Kun-Lai Summit, Townlong Steppes, Valley of the Four Winds","There is an old Zandalari saying about wild direhorns: ""Run!""",534,230,0,0,138424,0,0,43,0,0
Slate Primordial Direhorn,"|cFFFFD200Drop: |rZandalari Warbringer|n|cFFFFD200Zone: |rDread Wastes, Krasarang Wilds, Kun-Lai Summit, Townlong Steppes, Valley of the Four Winds",The masks aren't to control the direhorn; they are so no one sees your face when it turns on you.,535,230,0,0,138425,0,0,43,0,0
Jade Primordial Direhorn,"|cFFFFD200Drop: |rZandalari Warbringer|n|cFFFFD200Zone: |rDread Wastes, Kun-Lai Summit, Townlong Steppes, Valley of the Four Winds",The festive coloring belies deadly intent.,536,230,0,0,138426,0,0,43,0,0
Bone-White Primal Raptor,|cFFFFD200Quest: |rA Mountain of Giant Dinosaur Bones|n|cFFFFD200Zone: |rIsle of Giants,"""They are lethal at eight months, very lethal."" -Hemet Nesingwary Jr.",537,230,0,1,138640,0,0,4,0,0
Red Primal Raptor,|cFFFFD200Drop:|r Cracked Primal Egg,Raptors have spread to nearly all of the lands of Azeroth. It is uncertain whether the trolls led them or followed them.,538,230,0,0,138641,0,0,4,0,0
Black Primal Raptor,|cFFFFD200Drop:|r Cracked Primal Egg,"Speed, cunning, and ferocity are the things trolls and raptors admire about each other.",539,230,0,0,138642,0,0,4,0,0
Green Primal Raptor,|cFFFFD200Drop:|r Cracked Primal Egg,"""Raptors are as loyal as they are vicious. If you ain't friend, you are food."" -Kijara",540,230,0,0,138643,0,0,4,0,0
Malevolent Gladiator's Cloud Serpent,|cFFFFD200Legacy|r,"These cloud serpents have scales that... are the color of clouds, actually.",541,248,192,5,139407,0,0,4,0,0
Thundering Cobalt Cloud Serpent,|cFFFFD200Drop:|r Nalak|n|cFFFFD200Location:|r Isle of Thunder|n,This is a descendant of the irascible Nalak. Lightning erupts from its scales and arcs over the saddle. Dare you sit?,542,248,128,0,139442,0,0,4,0,0
Clutch of Ji-Kun,|cFFFFD200Drop: |rJi-Kun|n|cFFFFD200Zone: |rThrone of Thunder,"Although Ji-Kun feasted on the failed creations of mogu flesh-shapers, her progeny is willing to eat more pedestrian carcasses.",543,248,128,0,139448,0,0,43,0,0
Armored Bloodwing,|cFFFFD200In-Game Shop|r,"This monstrous, flesh-eating bat is the undisputed ruler of the night skies.",544,248,128,9,139595,0,0,4,0,0
Golden Primal Direhorn,|cFFFFD200Vendor: |rHiren Loresong|n|cFFFFD200Zone: |rIsle of Thunder|n|cFFFFD200Faction: |rKirin Tor Offensive - Exalted|n|cFFFFD200Cost: |r3000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Sharp at both ends and crafty in the middle. Leave it to the trolls to think this was a good idea.,545,230,4,2,140249,0,0,43,0,0
Crimson Primal Direhorn,|cFFFFD200Vendor: |rVasarin Redmorn|n|cFFFFD200Zone: |rIsle of Thunder|n|cFFFFD200Faction: |rSunreaver Onslaught - Exalted|n|cFFFFD200Cost: |r3000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,Leave it to the blood elves to pick the red one.,546,230,4,2,140250,0,0,43,0,0
Hearthsteed,|cFFFFD200Promotion:|r Hearthstone|n,Each step echoes with the rage of your three opponents.,547,248,0,7,142073,0,0,4,0,0
Armored Red Dragonhawk,|cFFFFD200Achievement: |rMount Parade|n|cFFFFD200Category: |rGeneral,"This rare breed of dragonhawk is a mark of honor in the Horde, gifted by the blood elves. It reflects your tireless effort to amass a small army of mounts.",548,248,132,5,142266,0,0,4,0,0
Armored Blue Dragonhawk,|cFFFFD200Achievement: |rMount Parade|n|cFFFFD200Category: |rGeneral,"After you amassed a massive menagerie of 200 mounts, the animal authorities of the Alliance sent you a means to keep them in line (and out of their hair).",549,248,132,5,142478,0,0,4,0,0
Brawler's Burly Mushan Beast,|cFFFFD200Vendor: |rPaul North|n|cFFFFD200Zone: |rBrawl'gar Arena|n|cFFFFD200Cost: |r1500|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"For years pandaren believed these creatures to be untamable. Just ask the first pandaren to do so, Henshi ""Limp Along"" Homebrew.",550,230,0,2,142641,0,0,4,0,0
Enchanted Fey Dragon,|cFFFFD200In-Game Shop|r,"This majestic creature is Brightwing's older brother. He affirms that she was, in fact, adopted.",551,248,128,9,142878,0,0,4,0,0
Ironbound Wraithcharger,|cFFFFD200World Event:|r Timewalking|n|cFFFFD200Vendor:|r Auzin|n|cFFFFD200Location:|r Dalaran,"Its ethereal spirit is barely contained by its iron shell. The penultimate creation of Salanar the Horseman, these powerful steeds were once thought to have all been destroyed.",552,248,0,6,142910,0,0,4,0,0
Vicious Kaldorei Warsaber,|cFFFFD200Vendor: |rNecrolord Sipe|n|cFFFFD200Zone: |rStormwind City|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t,The blades adorning this mount's armor are designed to both inspire fear and pre-slice meals for the warsaber.,554,230,4,2,146615,0,0,4,0,0
Vicious Skeletal Warhorse,|cFFFFD200Vendor: |rDeathguard Netharian|n|cFFFFD200Zone: |rOrgrimmar|n|cFFFFD200Cost: |r1|TINTERFACE\ICONS\ACHIEVEMENT_BG_KILL_ON_MOUNT.BLP:0|t,Only rewarded to those who have bested their foes in battle.,555,230,4,2,146622,0,0,45,0,0
Spawn of Galakras,|cFFFFD200Achievement: |rGlory of the Orgrimmar Raider|n|cFFFFD200Category: |rDungeons & Raids,"This formidable creature's lineage may be traced to Galakras, and yet further to Galakrond, one of the most infamous of all proto-dragons.",557,248,128,5,148392,0,0,44,0,0
Kor'kron War Wolf,|cFFFFD200Achievement: |rAhead of the Curve: Garrosh Hellscream (10/25 player)|n|cFFFFD200Category: |rFeats of Strength,"The Kor'kron use only the mightiest wolves for their mounts, bedecking them in armor that would break the backs of lesser creatures.",558,230,0,5,148396,0,0,4,0,0
Kor'kron Juggernaut,|cFFFFD200Drop: |rGarrosh Hellscream|n|cFFFFD200Location:|r Siege of Orgrimmar,"The Kor'kron Juggernaut is a weapon of unbridled destruction, born from the mind of Garrosh Hellscream and made real by his engineers.",559,230,0,0,148417,0,0,4,0,0
Ashhide Mushan Beast,|cFFFFD200Vendor: |rSpeaker Gulan|n|cFFFFD200Zone: |rTimeless Isle|n|cFFFFD200Cost: |r500|TINTERFACE\ICONS\TimelessCoin-Bloody.blp:0|t,"Some people say that riding an ashhide mushan will result in favorable health and increased prosperity. These people are called ""mount vendors.""",560,230,0,2,148428,0,0,4,0,0
Thundering Onyx Cloud Serpent,|cFFFFD200Drop:|r Huolon|n|cFFFFD200Location:|r Timeless Isle,This ebony cloud serpent is a lightning-wreathed vision of such rarity as to have driven many mortals to madness.,561,248,128,0,148476,0,0,4,0,0
Tyrannical Gladiator's Cloud Serpent,|cFFFFD200Legacy|r,These cloud serpents always look elegant and slim in classic black.,562,248,192,5,148618,0,0,4,0,0
Grievous Gladiator's Cloud Serpent,|cFFFFD200Legacy|r,"These brilliantly colored cloud serpents have scales that are a mixture of ruby, gold, and nearly violet.",563,248,192,2,148619,0,0,4,0,0
Prideful Gladiator's Cloud Serpent,|cFFFFD200Legacy|r,These brilliantly colored cloud serpents have scales that range from gold to pink. Or we could call it coral.,564,248,192,5,148620,0,0,4,0,0
Emerald Hippogryph,|cFFFFD200Recruit-a-Friend|r,"These majestic animals come in various colorings, but the emerald variety can only be tamed by the magic of friendship.",568,248,128,7,149801,0,0,4,0,0
Iron Skyreaver,|cFFFFD200In-Game Shop|r,Iron Horde beastmasters bred this rylak for war and then girded it for battle in black steel and smoldering flame.,571,248,128,9,153489,0,0,4,0,0
Warforged Nightmare,|cFFFFD200In-Game Shop|r,"A nightmarish steed of hardened steel and vengeful spirits, this companion will follow you to the depths of the Firelands and back without complaint.",593,248,0,9,163024,0,0,4,0,0
Grinning Reaver,|cFFFFD200In-Game Shop|r,The difference between a smile and a grin is the difference between a kiss and tasting.,594,248,0,9,163025,0,0,44,0,0
Dread Raven,|cFFFFD200Promotion:|r Warlords of Draenor Collector's Edition|n,"Filled with the hatred of an ancient god, the dread raven are the Arakkoa's most trusted guardians.",600,248,128,7,155741,0,0,4,0,0
Creeping Carpet,|cFFFFD200Profession:|r Tailoring,"Can't fly, but can creep very quickly.",603,230,1024,3,169952,26503,0,4,0,0
Core Hound,"|cFFFFD200Achievement:|r Boldly, You Sought the Power of Ragnaros|n|cFFFFD200Category:|r Feats of Strength",Molten to the core!,606,230,0,5,170347,0,0,4,0,0
Gorestrider Gronnling,|cFFFFD200Achievement:|r Glory of the Draenor Raider,"Once ""befriended"", a gronnling will happily carry its rider to their death.",607,230,0,5,171436,0,0,45,0,0
Witherhide Cliffstomper,|cFFFFD200Vendor: |rTrader Araanda|n|cFFFFD200Zone: |rLunarfall|n|cFFFFD200Cost: |r20000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Darakk|n|cFFFFD200Zone: |rFrostwall|n|cFFFFD200Cost: |r20000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,"Tiny notches cover the hooves of this variation of clefthoof, allowing it to safely scale mountainous regions in search of food.",608,230,0,2,171616,0,0,44,0,0
Trained Icehoof,|cFFFFD200Source:|r Garrison Stables|n,It wasn't until you owned this mount that you understood how much the world of Draenor would test you. Clefthoof hair gets in everything!,609,230,0,2,171617,0,0,44,0,0
Tundra Icehoof,"|cFFFFD200Drop:|r Vengeance, Deathtalon, Terrorfist, Doomroller|n|cFFFFD200Zone:|r Tanaan Jungle|n","A translucent layer of down hair covers this breed's leathery hide, acting as the perfect insulation for cold environments.",611,230,0,0,171619,0,0,44,0,0
Bloodhoof Bull,|cFFFFD200Drop:|r Nakk the Thunderer|n|cFFFFD200Location:|r Nagrand,Members of the Warsong clan have long hunted these clefthoof to use their crimson-hued skin for battle standards.,612,230,0,0,171620,0,0,44,0,0
Ironhoof Destroyer,|cFFFFD200Drop:|r Blackhand|n|cFFFFD200Location:|r Blackrock Foundry (Mythic),Blackhand is said to have personally designed the fiery armaments used on the Iron Horde's clefthoof battle mounts.,613,230,0,0,171621,0,0,44,0,0
Mottled Meadowstomper,|cFFFFD200Drop:|r Luk'hok|n|cFFFFD200Zone:|r Nagrand,"The elekk's long trunk allows it to sniff out sources of food, avoid danger, and steal snacks from your bags when you're not looking.",614,230,0,0,171622,0,0,44,0,0
Trained Meadowstomper,|cFFFFD200Quest:|r Garrison Stables,"The draenei perfected elekk husbandry long ago, adorning the creatures with Light-infused crystals to make them more docile.",615,230,0,1,171623,0,0,44,0,0
Shadowhide Pearltusk,|cFFFFD200Drop:|r Invader's Forgotten Treasure,Some legends say the draenei first befriended the elekk after one of the beasts saved an injured scout from a pack of vicious podlings.,616,230,0,0,171624,0,0,44,0,0
Dusty Rockhide,"|cFFFFD200Vendor:|r Vindicator Nuurem|n|cFFFFD200Faction:|r Council of Exarchs - Exalted|n|cFFFFD200Location:|r Stormshield|n|cFFFFD200Cost:|r 5,000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t + 5,000|Tinterface\icons\inv_apexis_draenor.blp:0|t","Ever since acquiring this mount, you have been plagued by strange fever dreams of hippety-hoppety clippety-cloppety elekk on parade.",617,230,4,2,171625,0,0,44,0,0
Armored Irontusk,"|cFFFFD200Vendor:|r |n|cFFFFD200Faction:|r Sha'tari Defense - Exalted|n|cFFFFD200Location:|r Garrison Trading Post|n|cFFFFD200Cost:|r 5,000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t + 5,000|Tinterface\icons\inv_apexis_draenor.blp:0|t","It is said an elekk never forgets. No wonder it despises the Iron Horde, considering the torment the orcs put the beast through.",618,230,4,2,171626,0,0,44,0,0
Blacksteel Battleboar,|cFFFFD200Achievement:|r Guild Glory of the Draenor Raider|n,"Refuses to run unless its head is covered in heavy, spiked metal. It's an ego thing.",619,230,0,5,171627,0,0,44,0,0
Rocktusk Battleboar,|cFFFFD200Vendor: |rTrader Araanda|n|cFFFFD200Zone: |rLunarfall|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTrader Darakk|n|cFFFFD200Zone: |rFrostwall|n|cFFFFD200Cost: |r10000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,It's not the metal helmet that attracts mates; it's the sweet mohawk.,620,230,0,2,171628,0,0,44,0,0
Armored Frostboar,|cFFFFD200Achievement:|r Advanced Husbandry|n,Subsists almost entirely on a diet of frozen berries. Though it finds slow off-worlders equally tasty.,621,230,0,5,171629,0,0,44,0,0
Armored Razorback,"|cFFFFD200Drop:|r Vengeance, Deathtalon, Terrorfist, Doomroller|n|cFFFFD200Zone:|r Tanaan Jungle|n",Never... ever... EVER... let it smell bacon on you.,622,230,0,0,171630,0,0,44,0,0
Frostplains Battleboar,|cFFFFD200Achievement:|r Glory of the Draenor Hero,"If it didn't have the cool tusk ring, it would feel so silly in that outfit.",623,230,0,5,171632,0,0,44,0,0
Wild Goretusk,|cFFFFD200Vendor: |rZ'tenga the Walker|n|cFFFFD200Zone: |rTanaan Jungle|n|cFFFFD200Faction: |rThe Saberstalkers - Honored|n|cFFFFD200Cost: |r1000|TInterface\ICONS\INV_misc_blacksaberonfang.blp:0|t,"If you want a gentle ride, go find a ""tame happytusk"" or something.",624,230,0,2,171633,0,0,44,0,0
Domesticated Razorback,"|cFFFFD200Vendor:|r Gazrix Gearlock / Mimi Wizzlebub|n|cFFFFD200Faction:|r Steamwheedle ""Preservation"" Society - Exalted|n|cFFFFD200Location:|r Stormshield / Warspear|n|cFFFFD200Cost:|r 5,000|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t + 5,000|Tinterface\icons\inv_apexis_draenor.blp:0|t|n","""Domesticated"" does not mean ""friendly."" Bring some treats.",625,230,0,2,171634,0,0,44,0,0
Giant Coldsnout,|cFFFFD200Drop:|r Invader's Forgotten Treasure,Its snout is not just cold but wet. Not a pleasant way to wake up.,626,230,0,0,171635,0,0,44,0,0
Great Greytusk,|cFFFFD200Drop:|r Gorok|n|cFFFFD200Zone:|r Frostfire Ridge|n,Sheds its tusks once a year. Is extremely shy until they grow back.,627,230,0,0,171636,0,0,44,0,0
Trained Rocktusk,|cFFFFD200Quest:|r Garrison Stables,"Thoroughly trained in how to snort, trot, and stomp on the faces of its enemies.",628,230,0,1,171637,0,0,44,0,0
Trained Riverwallow,|cFFFFD200Quest:|r Garrison Stables,"Riverwallows are one of the heartiest beasts on Draenor, resulting in their increased stamina and distinctive coloring.",629,230,0,1,171638,0,0,44,0,0
Sapphire Riverbeast,|cFFFFD200Drop:|r Silthide|n|cFFFFD200Zone:|r Talador,"This animal's color mimics the clear blue of Draenor's river shallows, making it almost invisible to aquatic predators.",630,230,0,0,171824,0,0,44,0,0
Mudback Riverbeast,"|cFFFFD200Garrison Mission:|r It's a Boat, It's a Plane, It's... Just a Riverbeast.|n",Special webbing that grows on the soles of the mudback's feet gives them extra traction in mud and slick terrain.,631,230,0,1,171826,0,0,44,0,0
